"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"D2,D1";"EVERLIGHT_6-SMD-1.6x1.6";2;"LED_RGB";;;
2;"J1";"JST_SM08B-SURS-TF(LF)(SN)";1;"SM08B-SURS-TF(LF)(SN)";;;
3;"H2,H1";"BIVAR_SLP3-150-100-R";2;"SLP3-150-100-R";;;
